movie_title;imdb_id;title_year;duration;imdb_score;num_voted_users;director_name;actor_1_name;actor_2_name;actor_3_name;country;language;content_rating;genre_1;genre_2;genre_3;budget;gross;movie_facebook_likes;decade;profit;roi_pct;categorie_note
Pearl Harbor ;tt0213149;2001;184;6,1;254111;Michael Bay;Jennifer Garner;Jaime King;Mako;USA;English;PG-13;Action;Drama;History;140000000,0;198539855,0;0;2000;58539855,0;41,8;Moyen (6-7)
Transformers ;tt0418279;2007;144;7,1;513158;Michael Bay;Zack Ward;Michael O'Neill;Kevin Dunn;USA;English;PG-13;Action;Adventure;Sci-Fi;150000000,0;318759914,0;8000;2000;168759914,0;112,5;Bon (7-8)
Alexander ;tt0346491;2004;206;5,5;138863;Oliver Stone;Anthony Hopkins;Angelina Jolie Pitt;Brian Blessed;Germany;English;R;Action;Adventure;Biography;155000000,0;34293771,0;0;2000;-120706229,0;-77,9;Faible (<6)
Harry Potter and the Order of the Phoenix ;tt0373889;2007;138;7,5;355137;David Yates;Robert Pattinson;Daniel Radcliffe;Fiona Shaw;UK;English;PG-13;Adventure;Family;Fantasy;150000000,0;292000866,0;0;2000;142000866,0;94,7;Bon (7-8)
Harry Potter and the Goblet of Fire ;tt0330373;2005;157;7,6;385670;Mike Newell;Robert Pattinson;Daniel Radcliffe;Rupert Grint;UK;English;PG-13;Adventure;Family;Fantasy;150000000,0;289994397,0;0;2000;139994397,0;93,3;Bon (7-8)
Hancock ;tt0448157;2008;102;6,4;343648;Peter Berg;Will Smith;Charlize Theron;Eddie Marsan;USA;English;PG-13;Action;Drama;;150000000,0;227946274,0;0;2000;77946274,0;52,0;Moyen (6-7)
I Am Legend ;tt0480249;2007;104;7,2;530870;Francis Lawrence;Will Smith;Alice Braga;Willow Smith;USA;English;PG-13;Drama;Horror;Sci-Fi;150000000,0;256386216,0;11000;2000;106386216,0;70,9;Bon (7-8)
Charlie and the Chocolate Factory ;tt0367594;2005;115;6,7;320284;Tim Burton;Johnny Depp;Christopher Lee;David Kelly;USA;English;PG;Adventure;Comedy;Family;150000000,0;206456431,0;0;2000;56456431,0;37,6;Moyen (6-7)
Ratatouille ;tt0382932;2007;111;8,0;473887;Brad Bird;Janeane Garofalo;John Ratzenberger;Brian Dennehy;USA;English;G;Animation;Comedy;Family;150000000,0;206435493,0;10000;2000;56435493,0;37,6;Excellent (8+)
Batman Begins ;tt0372784;2005;128;8,3;980946;Christopher Nolan;Christian Bale;Liam Neeson;Morgan Freeman;USA;English;PG-13;Action;Adventure;;150000000,0;205343774,0;15000;2000;55343774,0;36,9;Excellent (8+)
Madagascar: Escape 2 Africa ;tt0479952;2008;89;6,7;146019;Eric Darnell;Bernie Mac;Jada Pinkett Smith;Cedric the Entertainer;USA;English;PG;Action;Adventure;Animation;150000000,0;179982968,0;0;2000;29982968,0;20,0;Moyen (6-7)
Night at the Museum: Battle of the Smithsonian ;tt1078912;2009;105;5,9;130272;Shawn Levy;Robin Williams;Rami Malek;Steve Coogan;USA;English;PG;Adventure;Comedy;Family;150000000,0;177243721,0;2000;2000;27243721,0;18,2;Faible (<6)
X-Men Origins: Wolverine ;tt0458525;2009;119;6,7;361924;Gavin Hood;Hugh Jackman;Ryan Reynolds;Dominic Monaghan;USA;English;PG-13;Action;Adventure;Fantasy;150000000,0;179883016,0;0;2000;29883016,0;19,9;Moyen (6-7)
The Matrix Revolutions ;tt0242653;2003;129;6,7;364948;Lana Wachowski;Essie Davis;Collin Chou;Nona Gaye;Australia;English;R;Action;Sci-Fi;;150000000,0;139259759,0;0;2000;-10740241,0;-7,2;Moyen (6-7)
Frozen ;tt2294629;2013;102;7,6;421658;Chris Buck;Josh Gad;Maurice LaMarche;Livvy Stubenrauch;USA;English;PG;Adventure;Animation;Comedy;150000000,0;400736600,0;58000;2010;250736600,0;167,2;Bon (7-8)
The Matrix Reloaded ;tt0234215;2003;138;7,2;421818;Lana Wachowski;Steve Bastoni;Daniel Bernhardt;Helmut Bakaitis;USA;English;R;Action;Sci-Fi;;150000000,0;281492479,0;0;2000;131492479,0;87,7;Bon (7-8)
Thor: The Dark World ;tt1981115;2013;112;7,1;414070;Alan Taylor;Chris Hemsworth;Natalie Portman;Anthony Hopkins;USA;English;PG-13;Action;Adventure;Fantasy;170000000,0;206360018,0;63000;2010;36360018,0;21,4;Bon (7-8)
Mad Max: Fury Road ;tt1392190;2015;120;8,1;552503;George Miller;Tom Hardy;Charlize Theron;Zoë Kravitz;Australia;English;R;Action;Adventure;Sci-Fi;150000000,0;153629485,0;191000;2010;3629485,0;2,4;Excellent (8+)
Angels & Demons ;tt0808151;2009;146;6,7;207839;Ron Howard;Tom Hanks;Ayelet Zurer;Armin Mueller-Stahl;USA;English;PG-13;Mystery;Thriller;;150000000,0;133375846,0;0;2000;-16624154,0;-11,1;Moyen (6-7)
Thor ;tt0800369;2011;115;7,0;536314;Kenneth Branagh;Chris Hemsworth;Natalie Portman;Anthony Hopkins;USA;English;PG-13;Action;Adventure;Fantasy;150000000,0;181015141,0;63000;2010;31015141,0;20,7;Bon (7-8)
Bolt ;tt0397892;2008;96;6,9;146766;Byron Howard;Chloë Grace Moretz;Diedrich Bader;James Lipton;USA;English;PG;Adventure;Animation;Comedy;150000000,0;114053579,0;0;2000;-35946421,0;-24,0;Moyen (6-7)
G-Force ;tt0436339;2009;88;5,1;33042;Hoyt Yeatman;Kelli Garner;Piper Mackenzie Harris;Niecy Nash;USA;English;PG;Action;Adventure;Animation;150000000,0;119420252,0;0;2000;-30579748,0;-20,4;Faible (<6)
Wrath of the Titans ;tt1646987;2012;99;5,8;152826;Jonathan Liebesman;Liam Neeson;Edgar Ramírez;Lily James;USA;English;PG-13;Action;Adventure;Fantasy;150000000,0;83640426,0;19000;2010;-66359574,0;-44,2;Faible (<6)
Dark Shadows ;tt1077368;2012;113;6,2;199039;Tim Burton;Johnny Depp;Chloë Grace Moretz;Christopher Lee;USA;English;PG-13;Comedy;Fantasy;Horror;100000000,0;79711678,0;82000;2010;-20288322,0;-20,3;Moyen (6-7)
Mission: Impossible - Rogue Nation ;tt2381249;2015;131;7,4;232187;Christopher McQuarrie;Tom Cruise;Jeremy Renner;Sean Harris;China;English;PG-13;Action;Adventure;Thriller;150000000,0;195000874,0;47000;2010;45000874,0;30,0;Bon (7-8)
The Wolfman ;tt0780653;2010;119;5,8;89442;Joe Johnston;Anthony Hopkins;Simon Merrells;Art Malik;USA;English;R;Drama;Fantasy;Horror;150000000,0;61937495,0;0;2010;-88062505,0;-58,7;Faible (<6)
Bee Movie ;tt0389790;2007;91;6,2;105902;Steve Hickner;Matthew Broderick;Oprah Winfrey;Rip Torn;USA;English;PG;Adventure;Animation;Comedy;150000000,0;126597121,0;0;2000;-23402879,0;-15,6;Moyen (6-7)
Kung Fu Panda 2 ;tt1302011;2011;90;7,3;182718;Jennifer Yuh Nelson;Angelina Jolie Pitt;Gary Oldman;Mike Bell;USA;English;PG;Action;Adventure;Animation;150000000,0;165230261,0;20000;2010;15230261,0;10,2;Bon (7-8)
The Last Airbender ;tt0938283;2010;103;4,2;118951;M. Night Shyamalan;Seychelle Gabriel;Noah Ringer;Aasif Mandvi;USA;English;PG;Action;Adventure;Family;150000000,0;131564731,0;18000;2010;-18435269,0;-12,3;Faible (<6)
Mission: Impossible III ;tt0317919;2006;124;6,9;256695;J.J. Abrams;Philip Seymour Hoffman;Tom Cruise;Eddie Marsan;USA;English;PG-13;Action;Adventure;Thriller;150000000,0;133382309,0;0;2000;-16617691,0;-11,1;Moyen (6-7)
White House Down ;tt2334879;2013;131;6,4;164238;Roland Emmerich;Channing Tatum;Jake Weber;Matt Craven;USA;English;PG-13;Action;Drama;Thriller;150000000,0;73103784,0;33000;2010;-76896216,0;-51,3;Moyen (6-7)
Mars Needs Moms ;tt1305591;2011;88;5,4;17590;Simon Wells;Elisabeth Harnois;Dan Fogler;Tom Everett Scott;USA;English;PG;Action;Adventure;Animation;150000000,0;21379315,0;0;2010;-128620685,0;-85,7;Faible (<6)
Flushed Away ;tt0424095;2006;85;6,7;85086;David Bowers;Hugh Jackman;Kate Winslet;David Suchet;UK;English;PG;Adventure;Animation;Comedy;149000000,0;64459316,0;0;2000;-84540684,0;-56,7;Moyen (6-7)
Pan ;tt3332064;2015;111;5,8;39956;Joe Wright;Hugh Jackman;Cara Delevingne;Nonso Anozie;USA;English;PG;Adventure;Family;Fantasy;150000000,0;34964818,0;24000;2010;-115035182,0;-76,7;Faible (<6)
Mr. Peabody & Sherman ;tt0864835;2014;92;6,9;47900;Rob Minkoff;Ty Burrell;Zach Callison;Karan Brar;USA;English;PG;Adventure;Animation;Comedy;145000000,0;111505642,0;11000;2010;-33494358,0;-23,1;Moyen (6-7)
Troy ;tt0332452;2004;196;7,2;381672;Wolfgang Petersen;Brad Pitt;Orlando Bloom;Julian Glover;USA;English;R;Adventure;;;175000000,0;133228348,0;0;2000;-41771652,0;-23,9;Bon (7-8)
Madagascar 3: Europe's Most Wanted ;tt1277953;2012;93;6,9;119213;Eric Darnell;Jada Pinkett Smith;Martin Short;Cedric the Entertainer;USA;English;PG;Adventure;Animation;Comedy;145000000,0;216366733,0;17000;2010;71366733,0;49,2;Moyen (6-7)
Die Another Day ;tt0246460;2002;133;6,1;169914;Lee Tamahori;Toby Stephens;Colin Salmon;Rick Yune;UK;English;PG-13;Action;Adventure;Thriller;142000000,0;160201106,0;0;2000;18201106,0;12,8;Moyen (6-7)
Ghostbusters ;tt1289401;2016;116;5,5;69757;Paul Feig;Ed Begley Jr.;Kate McKinnon;Zach Woods;USA;English;PG-13;Action;Comedy;Fantasy;144000000,0;118099659,0;62000;2010;-25900341,0;-18,0;Faible (<6)
Armageddon ;tt0120591;1998;153;6,6;322395;Michael Bay;Bruce Willis;Steve Buscemi;Will Patton;USA;English;PG-13;Action;Adventure;Sci-Fi;140000000,0;201573391,0;11000;1990;61573391,0;44,0;Moyen (6-7)
Men in Black II ;tt0120912;2002;88;6,1;270207;Barry Sonnenfeld;Will Smith;Rosario Dawson;Rip Torn;USA;English;PG-13;Action;Adventure;Comedy;140000000,0;190418803,0;2000;2000;50418803,0;36,0;Moyen (6-7)
Beowulf ;tt0442933;2007;115;6,3;142440;Robert Zemeckis;Robin Wright;Anthony Hopkins;Sebastian Roché;USA;English;PG-13;Action;Adventure;Animation;150000000,0;82161969,0;3000;2000;-67838031,0;-45,2;Moyen (6-7)
Kung Fu Panda 3 ;tt2267968;2016;95;7,2;64322;Alessandro Carloni;J.K. Simmons;Angelina Jolie Pitt;Wayne Knight;USA;English;PG;Action;Adventure;Animation;145000000,0;143523463,0;24000;2010;-1476537,0;-1,0;Bon (7-8)
Mission: Impossible - Ghost Protocol ;tt1229238;2011;133;7,4;365104;Brad Bird;Tom Cruise;Jeremy Renner;Michael Nyqvist;USA;English;PG-13;Action;Adventure;Thriller;145000000,0;209364921,0;35000;2010;64364921,0;44,4;Bon (7-8)
Rise of the Guardians ;tt1446192;2012;97;7,3;123553;Peter Ramsey;Hugh Jackman;Kamil McFadden;Khamani Griffin;USA;English;PG;Adventure;Animation;Family;145000000,0;103400692,0;25000;2010;-41599308,0;-28,7;Bon (7-8)
Fun with Dick and Jane ;tt0369441;2005;90;6,1;110788;Dean Parisot;John Michael Higgins;Richard Burgi;David Herman;USA;English;PG-13;Comedy;Crime;;100000000,0;110332737,0;2000;2000;10332737,0;10,3;Moyen (6-7)
The Last Samurai ;tt0325710;2003;154;7,7;317166;Edward Zwick;Tom Cruise;Tony Goldwyn;Chad Lindberg;USA;English;R;Action;Drama;History;140000000,0;111110575,0;0;2000;-28889425,0;-20,6;Bon (7-8)
Exodus: Gods and Kings ;tt1528100;2014;150;6,1;128682;Ridley Scott;Christian Bale;María Valverde;Ben Mendelsohn;UK;English;PG-13;Action;Adventure;Drama;140000000,0;65007045,0;51000;2010;-74992955,0;-53,6;Moyen (6-7)
Star Trek ;tt0796366;2009;127;8,0;504419;J.J. Abrams;Chris Hemsworth;Leonard Nimoy;Bruce Greenwood;USA;English;PG-13;Action;Adventure;Sci-Fi;150000000,0;257704099,0;19000;2000;107704099,0;71,8;Excellent (8+)
Spider-Man ;tt0145487;2002;121;7,3;544665;Sam Raimi;J.K. Simmons;James Franco;Kirsten Dunst;USA;English;PG-13;Action;Adventure;Fantasy;139000000,0;403706375,0;5000;2000;264706375,0;190,4;Bon (7-8)
How to Train Your Dragon 2 ;tt1646971;2014;102;7,9;221128;Dean DeBlois;Gerard Butler;Djimon Hounsou;America Ferrera;USA;English;PG;Action;Adventure;Animation;145000000,0;176997107,0;46000;2010;31997107,0;22,1;Bon (7-8)
Gods of Egypt ;tt2404233;2016;126;5,5;51892;Alex Proyas;Gerard Butler;Elodie Yung;Bryan Brown;USA;English;PG-13;Action;Adventure;Fantasy;140000000,0;31141074,0;24000;2010;-108858926,0;-77,8;Faible (<6)
Stealth ;tt0382992;2005;121;5,0;45455;Rob Cohen;Sam Shepard;Joe Morton;Richard Roxburgh;USA;English;PG-13;Action;Adventure;Sci-Fi;135000000,0;31704416,0;0;2000;-103295584,0;-76,5;Faible (<6)
Watchmen ;tt0409459;2009;215;7,7;392474;Zack Snyder;Matt Frewer;Billy Crudup;Stephen McHattie;USA;English;R;Action;Drama;Mystery;130000000,0;107503316,0;18000;2000;-22496684,0;-17,3;Bon (7-8)
Lethal Weapon 4 ;tt0122151;1998;127;6,6;127497;Richard Donner;Jet Li;Rene Russo;Darlene Love;USA;English;R;Action;Crime;Thriller;140000000,0;129734803,0;0;1990;-10265197,0;-7,3;Moyen (6-7)
Hulk ;tt0286716;2003;138;5,7;212106;Ang Lee;Kevin Rankin;Regi Davis;Celia Weston;USA;English;PG-13;Action;Sci-Fi;;137000000,0;132122995,0;0;2000;-4877005,0;-3,6;Faible (<6)
G.I. Joe: Retaliation ;tt1583421;2013;122;5,8;146352;Jon M. Chu;Channing Tatum;Dwayne Johnson;Elodie Yung;USA;English;PG-13;Action;Adventure;Sci-Fi;130000000,0;122512052,0;42000;2010;-7487948,0;-5,8;Faible (<6)
Sahara ;tt0318649;2005;124;6,0;77673;Breck Eisner;Matthew McConaughey;Rainn Wilson;Delroy Lindo;UK;English;PG-13;Action;Adventure;Comedy;130000000,0;68642452,0;0;2000;-61357548,0;-47,2;Moyen (6-7)
Final Fantasy: The Spirits Within ;tt0173840;2001;106;6,4;72259;Hironobu Sakaguchi;Steve Buscemi;Ming-Na Wen;Jean Simmons;USA;English;PG-13;Action;Adventure;Animation;137000000,0;32131830,0;0;2000;-104868170,0;-76,5;Moyen (6-7)
Captain America: The First Avenger ;tt0458339;2011;124;6,9;508818;Joe Johnston;Chris Evans;Dominic Cooper;Hayley Atwell;USA;English;PG-13;Action;Adventure;Sci-Fi;140000000,0;176636816,0;46000;2010;36636816,0;26,2;Moyen (6-7)
The World Is Not Enough ;tt0143145;1999;128;6,4;157519;Michael Apted;Colin Salmon;Maria Grazia Cucinotta;Desmond Llewelyn;UK;English;PG-13;Action;Adventure;Thriller;135000000,0;126930660,0;2000;1990;-8069340,0;-6,0;Moyen (6-7)
Master and Commander: The Far Side of the World ;tt0311113;2003;138;7,4;168207;Peter Weir;James D'Arcy;Lee Ingleby;David Threlfall;USA;English;PG-13;Action;Adventure;Drama;150000000,0;93926386,0;0;2000;-56073614,0;-37,4;Bon (7-8)
The Twilight Saga: Breaking Dawn - Part 2 ;tt1673434;2012;115;5,5;185394;Bill Condon;Robert Pattinson;Kristen Stewart;Taylor Lautner;USA;English;PG-13;Adventure;Drama;Fantasy;120000000,0;292298923,0;65000;2010;172298923,0;143,6;Faible (<6)
Happy Feet 2 ;tt1402488;2011;100;5,9;32399;George Miller;Robin Williams;Brad Pitt;Common;Australia;English;PG;Animation;Comedy;Family;135000000,0;63992328,0;0;2010;-71007672,0;-52,6;Faible (<6)
The Incredible Hulk ;tt0800080;2008;135;6,8;326286;Louis Leterrier;Ty Burrell;Peter Mensah;William Hurt;USA;English;PG-13;Action;Adventure;Sci-Fi;150000000,0;134518390,0;0;2000;-15481610,0;-10,3;Moyen (6-7)
The BFG ;tt3691740;2016;117;6,8;12572;Steven Spielberg;Mark Rylance;Penelope Wilton;Rafe Spall;UK;English;PG;Adventure;Family;Fantasy;140000000,0;52792307,0;27000;2010;-87207693,0;-62,3;Moyen (6-7)
The Revenant ;tt1663202;2015;156;8,1;406020;Alejandro G. Iñárritu;Leonardo DiCaprio;Tom Hardy;Lukas Haas;USA;English;R;Adventure;Drama;Thriller;135000000,0;183635922,0;190000;2010;48635922,0;36,0;Excellent (8+)
Turbo ;tt1860353;2013;96;6,5;62424;David Soren;Ryan Reynolds;Snoop Dogg;Ben Schwartz;USA;English;PG;Adventure;Animation;Comedy;135000000,0;83024900,0;13000;2010;-51975100,0;-38,5;Moyen (6-7)
Rango ;tt1192628;2011;107;7,2;183208;Gore Verbinski;Johnny Depp;Ray Winstone;Stephen Root;USA;English;PG;Adventure;Animation;Comedy;135000000,0;123207194,0;26000;2010;-11792806,0;-8,7;Bon (7-8)
Penguins of Madagascar ;tt1911658;2014;92;6,7;60230;Eric Darnell;Benedict Cumberbatch;Annet Mahendru;Andy Richter;USA;English;PG;Adventure;Animation;Comedy;132000000,0;83348920,0;11000;2010;-48651080,0;-36,9;Moyen (6-7)
The Bourne Ultimatum ;tt0440963;2007;115;8,1;491077;Paul Greengrass;Matt Damon;Edgar Ramírez;Albert Finney;USA;English;PG-13;Action;Mystery;Thriller;110000000,0;227137090,0;0;2000;117137090,0;106,5;Excellent (8+)
Kung Fu Panda ;tt0441773;2008;92;7,6;307029;Mark Osborne;Angelina Jolie Pitt;Wayne Knight;Dan Fogler;USA;English;PG;Action;Adventure;Animation;130000000,0;215395021,0;6000;2000;85395021,0;65,7;Bon (7-8)
Ant-Man ;tt0478970;2015;117;7,4;313866;Peyton Reed;Judy Greer;Hayley Atwell;T.I.;USA;English;PG-13;Action;Adventure;Comedy;130000000,0;180191634,0;61000;2010;50191634,0;38,6;Bon (7-8)
The Hunger Games: Catching Fire ;tt1951264;2013;146;7,6;498397;Francis Lawrence;Jennifer Lawrence;Josh Hutcherson;Sandra Ellis Lafferty;USA;English;PG-13;Adventure;Sci-Fi;Thriller;130000000,0;424645577,0;82000;2010;294645577,0;226,7;Bon (7-8)
Home ;tt2224026;2015;94;6,7;70121;Tim Johnson;Jim Parsons;Matt Jones;April Winchell;USA;English;PG;Adventure;Animation;Comedy;135000000,0;177343675,0;26000;2010;42343675,0;31,4;Moyen (6-7)
War of the Worlds ;tt0407304;2005;116;6,5;334345;Steven Spielberg;Tom Cruise;Lisa Ann Walter;Rick Gonzalez;USA;English;PG-13;Adventure;Sci-Fi;Thriller;132000000,0;234277056,0;0;2000;102277056,0;77,5;Moyen (6-7)
Bad Boys II ;tt0172156;2003;147;6,6;178126;Michael Bay;Will Smith;Henry Rollins;Jordi Mollà;USA;English;R;Action;Comedy;Crime;130000000,0;138396624,0;0;2000;8396624,0;6,5;Moyen (6-7)
Puss in Boots ;tt0448694;2011;90;6,7;114287;Chris Miller;Salma Hayek;Constance Marie;Amy Sedaris;USA;English;PG;Action;Adventure;Animation;130000000,0;149234747,0;16000;2010;19234747,0;14,8;Moyen (6-7)
Salt ;tt0944835;2010;101;6,4;245621;Phillip Noyce;Angelina Jolie Pitt;Andre Braugher;August Diehl;USA;English;PG-13;Action;Crime;Mystery;110000000,0;118311368,0;23000;2010;8311368,0;7,6;Moyen (6-7)
Noah ;tt1959490;2014;138;5,8;200022;Darren Aronofsky;Anthony Hopkins;Emma Watson;Logan Lerman;USA;English;PG-13;Action;Adventure;Drama;125000000,0;101160529,0;71000;2010;-23839471,0;-19,1;Faible (<6)
The Adventures of Tintin ;tt0983193;2011;107;7,4;177383;Steven Spielberg;Toby Jones;Mackenzie Crook;Tony Curran;USA;English;PG;Action;Adventure;Family;135000000,0;77564037,0;44000;2010;-57435963,0;-42,5;Bon (7-8)
Harry Potter and the Prisoner of Azkaban ;tt0304141;2004;142;7,8;382255;Alfonso Cuarón;Daniel Radcliffe;Gary Oldman;Rupert Grint;UK;English;PG;Adventure;Family;Fantasy;130000000,0;249358727,0;11000;2000;119358727,0;91,8;Bon (7-8)
Australia ;tt0455824;2008;165;6,6;102338;Baz Luhrmann;Essie Davis;Bryan Brown;Eddie Baroo;Australia;English;PG-13;Adventure;Drama;Romance;130000000,0;49551662,0;0;2000;-80448338,0;-61,9;Moyen (6-7)
After Earth ;tt1815862;2013;100;4,9;158720;M. Night Shyamalan;Will Smith;Zoë Kravitz;Glenn Morshower;USA;English;PG-13;Action;Adventure;Sci-Fi;130000000,0;60522097,0;37000;2010;-69477903,0;-53,4;Faible (<6)
Dinosaur ;tt0130623;2000;82;6,5;38438;Eric Leighton;Alfre Woodard;D.B. Sweeney;Della Reese;USA;English;PG;Adventure;Animation;Family;127500000,0;137748063,0;0;2000;10248063,0;8,0;Moyen (6-7)
Harry Potter and the Deathly Hallows: Part II ;tt1680310;2011;0;7,5;381;Matt Birch;Rupert Grint;Dave Legeno;Ralph Ineson;UK;English;;Action;Fantasy;;;;40;2010;;;Bon (7-8)
Night at the Museum: Secret of the Tomb ;tt2692250;2014;98;6,2;67223;Shawn Levy;Robin Williams;Rami Malek;Steve Coogan;USA;English;PG;Adventure;Comedy;Family;127000000,0;113733726,0;11000;2010;-13266274,0;-10,4;Moyen (6-7)
Megamind ;tt1001526;2010;95;7,3;172754;Tom McGrath;J.K. Simmons;Brad Pitt;Will Ferrell;USA;English;PG;Action;Animation;Comedy;130000000,0;148337537,0;13000;2010;18337537,0;14,1;Bon (7-8)
Harry Potter and the Sorcerer's Stone ;tt0241527;2001;159;7,5;444683;Chris Columbus;Daniel Radcliffe;Fiona Shaw;Verne Troyer;UK;English;PG;Adventure;Family;Fantasy;125000000,0;317557891,0;16000;2000;192557891,0;154,0;Bon (7-8)
R.I.P.D. ;tt0790736;2013;96;5,6;91640;Robert Schwentke;Ryan Reynolds;Jeff Bridges;Stephanie Szostak;USA;English;PG-13;Action;Comedy;Fantasy;130000000,0;33592415,0;20000;2010;-96407585,0;-74,2;Faible (<6)
Pirates of the Caribbean: The Curse of the Black Pearl ;tt0325980;2003;143;8,1;809474;Gore Verbinski;Johnny Depp;Orlando Bloom;Jack Davenport;USA;English;PG-13;Action;Adventure;Fantasy;140000000,0;305388685,0;10000;2000;165388685,0;118,1;Excellent (8+)
Harry Potter and the Deathly Hallows: Part I ;tt1571403;2010;0;6,4;252;Matt Birch;Rupert Grint;Toby Jones;Alfred Enoch;UK;English;;Fantasy;;;;;25;2010;;;Moyen (6-7)
The Hunger Games: Mockingjay - Part 1 ;tt1951265;2014;123;6,7;305008;Francis Lawrence;Jennifer Lawrence;Philip Seymour Hoffman;Josh Hutcherson;USA;English;PG-13;Adventure;Sci-Fi;Thriller;125000000,0;337103873,0;52000;2010;212103873,0;169,7;Moyen (6-7)
The Da Vinci Code ;tt0382625;2006;174;6,6;314253;Ron Howard;Tom Hanks;Seth Gabel;Jürgen Prochnow;USA;English;PG-13;Mystery;Thriller;;125000000,0;217536138,0;0;2000;92536138,0;74,0;Moyen (6-7)
Rio 2 ;tt2357291;2014;101;6,4;58498;Carlos Saldanha;Miguel Ferrer;Rachel Crow;Jeffrey Garcia;USA;English;G;Adventure;Animation;Comedy;103000000,0;131536019,0;0;2010;28536019,0;27,7;Moyen (6-7)
X-Men 2 ;tt0290334;2003;134;7,5;405973;Bryan Singer;Hugh Jackman;Bruce Davison;Aaron Stanford;Canada;English;PG-13;Action;Adventure;Fantasy;110000000,0;214948780,0;0;2000;104948780,0;95,4;Bon (7-8)
Fast Five ;tt1596343;2011;132;7,3;284792;Justin Lin;Paul Walker;Vin Diesel;Dwayne Johnson;USA;English;PG-13;Action;Crime;Thriller;125000000,0;209805005,0;54000;2010;84805005,0;67,8;Bon (7-8)
Sherlock Holmes: A Game of Shadows ;tt1515091;2011;129;7,5;338635;Guy Ritchie;Robert Downey Jr.;Eddie Marsan;Paul Anderson;USA;English;PG-13;Action;Adventure;Crime;125000000,0;186830669,0;39000;2010;61830669,0;49,5;Bon (7-8)
Clash of the Titans ;tt0800320;2010;106;5,8;229679;Louis Leterrier;Liam Neeson;Jason Flemyng;Alexa Davalos;USA;English;PG-13;Action;Adventure;Fantasy;125000000,0;163192114,0;15000;2010;38192114,0;30,6;Faible (<6)
Total Recall ;tt0100802;1990;113;7,5;240241;Paul Verhoeven;Ronny Cox;Rachel Ticotin;Marshall Bell;USA;English;R;Action;Sci-Fi;;65000000,0;119412921,0;0;1990;54412921,0;83,7;Bon (7-8)
The 13th Warrior ;tt0120657;1999;102;6,6;101411;John McTiernan;Tony Curran;Vladimir Kulich;Clive Russell;USA;English;R;Action;Adventure;History;85000000,0;32694788,0;0;1990;-52305212,0;-61,5;Moyen (6-7)
The Bourne Legacy ;tt1194173;2012;135;6,7;229823;Tony Gilroy;Jeremy Renner;Scott Glenn;Stacy Keach;USA;English;PG-13;Action;Adventure;Thriller;125000000,0;113165635,0;31000;2010;-11834365,0;-9,5;Moyen (6-7)
Batman & Robin ;tt0118688;1997;125;3,7;189855;Joel Schumacher;Michael Gough;Vivica A. Fox;John Glover;USA;English;PG-13;Action;;;125000000,0;107285004,0;0;1990;-17714996,0;-14,2;Faible (<6)
How the Grinch Stole Christmas ;tt0170016;2000;110;6,0;141414;Ron Howard;Clint Howard;T.J. Thyne;Molly Shannon;USA;English;PG;Comedy;Family;Fantasy;123000000,0;260031035,0;0;2000;137031035,0;111,4;Moyen (6-7)
The Day After Tomorrow ;tt0319262;2004;124;6,4;333248;Roland Emmerich;Jake Gyllenhaal;Dennis Quaid;Sela Ward;USA;English;PG-13;Action;Adventure;Sci-Fi;125000000,0;186739919,0;19000;2000;61739919,0;49,4;Moyen (6-7)
